no;testno;brand;model;power_l;matt;dim;color_l;lm_l;eq_l;ra_l;u;pf_l;angle_l;life;war;prod;w;d;h;t;barcode;plant;importer;base;shape;type;type2;url;shop;rub;usd;p;pf;lm;color;cri;r9;Rf;Rg;Duv;flicker230;flicker220;flicker207;flicker;angle;switch;umin;drv;tmax;date;instruments;add2;add3;add4;add5;cqs;eq;rating;lamp_image;lamp_desc
75;75;Camelion;40/A/CL/E27;40;0;1;2700;420;40;;220-240;;;1000;;;;50;89;;4605645002820;;;E27;Bulb;STD;;http://camelion.ru/katalog/lampy/lampy-nakalivaniya/40-a-cl-e27;;20;;39.8;100;359;2695;98.7;100;;;;21;;;21;315;1;;;;24.01.2016;1111100000;;;;;;;3.3;00075-camelion-40-a-cl-e27;Bulb 420Lm 40W 2700K D E27
76;76;Camelion;60/A/CL/E27;60;0;1;2700;710;60;;220-240;;;1000;;;;50;89;;4605645002837;;;E27;Bulb;STD;;http://camelion.ru/katalog/lampy/60-a-cl-e27;;20;;60.5;100;661;2784;98.7;99;;;;15;;;15;314;1;;;;24.01.2016;1111100000;;;;;;;4.7;00076-camelion-60-a-cl-e27;Bulb 710Lm 60W 2700K D E27
77;77;Camelion;60/B/CL/E14;60;0;1;2700;660;60;;220-240;;;1000;;;;35;97;;4895117846346;;;E14;Candle;STD;;http://camelion.ru/katalog/lampy/60-b-cl-e14;;20;;58.1;100;574;2692;98.6;99;;;;14;;;14;294;1;;;;24.01.2016;1111100000;;;;;;;4.6;00077-camelion-60-b-cl-e14;Candle 660Lm 60W 2700K D E14
78;78;Philips;B35 clear E14 SES;40;0;1;2700;410;40;;230;;;1000;;;;35;100;;8711500011633;;;E14;Candle;STD;;;;40;;40;100;439;2746;98.7;99;;;;21;;;21;303;1;;;;24.01.2016;1111100000;;;;;;;3.5;00078-philips-b35-clear-e14-ses;Candle 410Lm 40W 2700K D E14
79;79;Philips;B35 frosted E14 SES;40;1;1;2700;410;40;;230;;;1000;;;;35;100;;8711500011336;;;E14;Candle;STD;;;;40;;39.8;100;417;2696;98.9;99;;;;21;;;21;299;1;;;;24.01.2016;1111100000;;;;;;;3.5;00079-philips-b35-frosted-e14-ses;Candle 410Lm 40W 2700K M D E14
80;80;ОКЕЙ;C35 frost E14 Галоген;28;1;1;2800;420;40;;220-240;;;1000;;;;34;96;;2110001703867;;;E14;Candle;STD;;;;40;;28.8;100;325;2784;98.7;99;;;;22;;;22;307;1;;;;24.01.2016;1111100000;;;;;;;3.0;00080-okey-c35-frost-e14-galogen;Candle 420Lm 28W 2800K M D E14
81;81;New Energy;LED Corn Bulb 12W;12;0;0;3000;700;70;;220;;;30000;;;;36;108;;;;;E27;Corn;LED;;http://njneg.gmc.globalmarket.com/products/led-bulb-3551-1-38.html;;;;13.7;37;653;3390;65.2;-54;;;;63;;;63;290;1;;;;23.03.2015;1111100000;;1;;;;65;0.9;00081-new-energy-led-corn-bulb-12w;Corn 700Lm 12W 3000K E27
82;82;New Energy;LED Corn Bulb 15W;15;0;0;3000;900;90;;220;;;30000;;;;48;125;;;;;E14;Corn;LED;;http://njneg.gmc.globalmarket.com/products/led-bulb-3551-1-38.html;;;;12.5;47;998;3393;65.3;-54;;;;2;;;2;280;3;;;;23.03.2015;1111100000;;1;;;;90;2.0;00082-new-energy-led-corn-bulb-15w;Corn 900Lm 15W 3000K E14
83;83;New Energy;LED Corn Bulb 20W;20;0;0;3000;1200;120;;220;;;30000;;;;59;144;;;;;E27;Corn;LED;;http://njneg.gmc.globalmarket.com/products/led-bulb-3551-1-38.html;;;;25.4;45;1249;3402;65.4;-54;;;;52;;;52;274;1;;;;23.03.2015;1111100000;;1;;;;105;1.0;00083-new-energy-led-corn-bulb-20w;Corn 1200Lm 20W 3000K E27
84;84;New Energy;LED Corn Bulb 30W;30;0;0;3000;1800;180;;220;;;30000;;;;63;207;;;;;E27;Corn;LED;;http://njneg.gmc.globalmarket.com/products/led-bulb-3551-1-38.html;;;;32.7;57;1329;3360;65.2;-55;;;;44;;;44;246;1;;;;23.03.2015;1111100000;;1;;;;115;1.4;00084-new-energy-led-corn-bulb-30w;Corn 1800Lm 30W 3000K E27
85;85;ЛЕДЕКС;A60-6,8W-3000-E27;7;1;0;3000;560;60;;90-260;;;50000;;;;60;114;;;;;E27;Bulb;LED;;http://www.ledeks.ru/catalog/index.php?ELEMENT_ID=2950;;180;;7;49;494;2933;73.1;-18;;;;1;;;1;131;1;;;;23.03.2015;1111100000;;1;;;;55;3.3;00085-ledeks-a60-68w-3000-e27;Bulb 560Lm 7W 3000K M E27
86;86;ЛЕДЕКС;K60-6,8W-3000-E27;7;1;0;3000;450;60;;90-260;;;50000;;;;60;105;;;;;E27;Bulb;LED;;http://www.ledeks.ru/catalog/index.php?ELEMENT_ID=2912;;180;;7;55;478;2928;71.8;-21;;;;2;;;2;140;1;;;;23.03.2015;1111100000;;1;;;;55;3.5;00086-ledeks-k60-68w-3000-e27;Bulb 450Lm 7W 3000K M E27
87;87;noname;YouOkLight E27 8 x COB 8W;8;0;0;3000;750;;;220;;;30000;;;;59;103;;;;;E27;Bulb;LED;FIL;http://www.gearbest.com/led-light-bulbs/pp_143164.html;;;12.3;4.8;47;331;2682;82.1;17;;;;143;;;143;279;1;;;;18.08.2015;1111100000;;1;;;;40;0.1;00087-youoklight-e27-8-x-cob-8w;Bulb 750Lm 8W 3000K F E27
88;88;noname;A60E27-6PC2;6;0;0;3000;570;;;220;;;25000;;;;59;113;;;;;E27;Bulb;LED;FIL;http://www.gearbest.com/led-light-bulbs/pp_114102.html;;;7.8;6;48;530;2909;83.7;21;;;;2;;;2;285;2;;;;18.08.2015;1111100000;;1;;в настольной лампе;;55;4.4;00088-a60e27-6pc2;Bulb 570Lm 6W 3000K F E27
89;89;noname;Zweihnder CMY-34 E27 SMD 5730 14-LED;7;1;0;3000;660;;;110-240;;;;;;;60;105;;;;;E27;Bulb;LED;;http://www.gearbest.com/led-light-bulbs/pp_105355.html;;;4.3;4.1;34;332;3017;73.1;-24;;;;166;;;166;308;1;;;;18.08.2015;1111100000;;1;;;;40;0.3;00089-zweihnder-cmy-34-e27-smd-5730-14-led;Bulb 660Lm 7W 3000K M E27
90;90;noname;YouOkLight 7W E27 32 SMD 2835;7;1;0;3000;650;;;110-250;;;;;;;66;118;;;;;E27;Bulb;LED;;http://www.gearbest.com/led-light-bulbs/pp_137913.html;;;5.2;6;43;505;3211;73.9;-17;;;;1;;;1;180;0;;;;18.08.2015;1111100000;;1;;;;55;3.0;00090-youoklight-7w-e27-32-smd-2835;Bulb 650Lm 7W 3000K M E27
91;91;noname;Zweihnder 800LM E27 9W SMD 5730 26 LED;9;1;0;3000;800;;;220-240;;;;;;;82;128;;;;;E27;Bulb;LED;;http://www.gearbest.com/led-light-bulbs/pp_133491.html;;;4.2;6.3;44;407;3088;63.2;-59;;;;2;;;2;156;2;;;;18.08.2015;1111100000;;1;;;;45;1.3;00091-zweihnder-800lm-e27-9w-smd-5730-26-led;Bulb 800Lm 9W 3000K M E27
92;92;Estares;GL5.5-E27;5.5;1;0;2700;360;40;;110-265;;;50000;;;;50;89;;;;;E27;Bulb;LED;;;;177;;3.2;44;238;3174;83;11;;;;23;;;23;195;3;;;;23.03.2015;1111100000;;;;;;30;2.9;00092-estares-gl55-e27;Bulb 360Lm 5.5W 2700K M E27
93;93;Космос;10W LED A60 E2730;10;1;0;3000;850;75;;220-240;;;30000;;;;60;106;;;;Космос Электро;E27;Bulb;LED;;http://kosmos.ru/ru/catalog/product/849;;158;;8.9;75;681;2958;83.8;16;;;;3;;;3;138;1;;;;23.03.2015;1111100000;;;;;;70;4.2;00093-kosmos-10w-led-a60-e2730;Bulb 850Lm 10W 3000K M E27
94;94;Lexman;208267260714;4;1;0;4000;350;35;;230;;;25000;;;;37;95;;;;Леруа Мерлен;E27;Candle;LED;;;;;;4.1;45;279;4180;87.8;41;;;;83;;;83;254;2;;;;23.03.2015;1111100000;;;;;;35;0.5;00094-lexman-208267260714;Candle 350Lm 4W 4000K M E27
95;95;Philips;8718291752776 OLD;7;1;0;6500;600;60;;170-240;;;15000;;;;55;;;;;;E27;Bulb;LED;;http://www.philips.ru/c-p/8718291752776/led-bulb;;;;6.1;86;593;6866;86.9;25;;;;30;;;30;151;2;;;;23.03.2015;1111100000;;;;;;60;3.0;00095-philips-8718291752776-old;Bulb 600Lm 7W 6500K M E27
96;96;Supra;SL-LED-PR-A60-12W/4000/E27;12;1;0;4000;900;110;;220;;;30000;;;;60;108;;;;;E27;Bulb;LED;;;;255;;8.4;41;728;4150;84.4;21;;;;84;;;84;128;2;;;;23.03.2015;1111100000;;;;;;70;0.7;00096-supra-sl-led-pr-a60-12w-4000-e27;Bulb 900Lm 12W 4000K M E27
97;97;Uniel;LED-C37P-5W/WW/E14/FR ALC02SL;5;1;0;3000;410;40;;175-265;;;40000;;;;37;108;;;;;E14;Candle;LED;;http://uniel.ru/ru/catalog/3620;;;;4.6;49;358;2995;83.2;15;;;;62;;;62;260;3;;;;23.03.2015;1111100000;;;;;;40;0.8;00097-uniel-led-c37p-5w-ww-e14-fr-alc02sl;Candle 410Lm 5W 3000K M E14
98;98;Vitoone;1511120;4;1;0;4000;320;40;;220-240;;;25000;;;;37;100;;;;;E14;Candle;LED;;http://www.vitolighting.com/led-lamps/14/Category.aspx;;;;2.9;32;313;4055;76.2;-8;;;;77;;;77;205;2;;;;23.03.2015;1111100000;;;;;;35;1.0;00098-vitoone-1511120;Candle 320Lm 4W 4000K M E14
99;99;Camelion;LED10-A60/830/E27;10;1;0;3000;790;75;;220-240;;;30000;;;;60;;;;;;E27;Bulb;LED;;http://camelion.ru/katalog/lampy/led10-a60-d-830-e27;;254;;9.9;53;833;3037;82.7;6;;;;3;;;3;128;3;;;;23.03.2015;1111100000;;;;;;80;4.5;00099-camelion-led10-a60-830-e27;Bulb 790Lm 10W 3000K M E27
100;100;Thomson;TL-45W-B1;6;1;0;2700;470;45;;220;;;25000;;;;38;100;;;;;E14;Candle;LED;;http://thomson-led.com/inside-lighting.html;;691;;6;51;459;2643;84.9;25;;;;2;;;2;166;;;;;23.03.2015;1111100000;;;;;;50;4.5;00100-thomson-tl-45w-b1;Candle 470Lm 6W 2700K M E14
101;101;Thomson;TM-MR16C-7W-GU10;6.5;1;0;5000;500;50;;220;;;25000;;;;50;56;;4603720965336;;;GU10;Spot;LED;;http://thomson-led.com/inside-lighting.html;;192;;6.3;58;550;4954;85.5;17;;;;0;;;0;105;3;;;;26.01.2016;1111100000;;;;;;60;4.5;00101-thomson-tm-mr16c-7w-gu10;Spot 500Lm 6.5W 5000K M GU10
102;102;Thomson;TM-MR16W-7W-GU10;6.5;1;0;3000;500;50;;220;;;25000;;;;50;56;;4603720965329;;;GU10;Spot;LED;;http://thomson-led.com/inside-lighting.html;;192;;6.2;58;474;2954;83;9;;;;2;;;2;102;3;;;;26.01.2016;1111100000;;;;;;50;4.4;00102-thomson-tm-mr16w-7w-gu10;Spot 500Lm 6.5W 3000K M GU10
103;103;Gauss;LD102502112;12;1;0;2700;1220;100;;150-265;;;35000;36;1014;;60;125;;4627081057042;;;E27;Bulb;LED;;http://www.gauss-russia.ru/catalog/item/433;;392;;11.6;52;1058;3081;83.8;12;;;;6;;;6;237;1;135;3;;18.08.2015;1111100000;;1;;;;90;4.3;00103-gauss-ld102502112;Bulb 1220Lm 12W 2700K M E27
104;104;Gauss;103101107;6.5;1;0;2700;610;60;;150-265;;;35000;36;;;38;113;;4627097294172;;;E14;Candle;LED;;http://www.gauss-russia.ru/catalog/item/435;;197;;6.7;53;592;3078;83.8;9;;;;6;;;6;252;1;;;;18.08.2015;1111100000;;;;;;60;4.5;00104-gauss-103101107;Candle 610Lm 6.5W 2700K M E14
105;105;Gauss;103201106-D;6;0;1;2700;520;60;;175-265;;;35000;36;0215;;38;113;;4627097294530;;;E14;Candle;LED;;http://www.gauss-russia.ru/catalog/item/388;;276;;6.4;58;510;2773;83.8;15;;;;10;;;10;202;1;107;1;;18.08.2015;1111100000;;6;;2 в люстре;;55;4.5;00105-gauss-103201106-d;Candle 520Lm 6W 2700K D E14
106;106;Gauss;103201104;4;0;0;2700;350;40;;150-265;;;35000;36;0215;;38;103;;4627097294332;;;E14;Candle;LED;;http://www.gauss-russia.ru/catalog/item/54;;165;;4.3;50;310;3063;81.5;9;;;;6;;;6;211;1;90;1;;18.08.2015;1111100000;;1;;;;35;4.3;00106-gauss-103201104;Candle 350Lm 4W 2700K E14
107;107;Gauss;LD13517;7;1;0;2700;530;75;;150-265;;;25000;36;1214;42;50;48;;4627097291461;;;GU5.3;Spot;LED;;http://www.gauss-online.ru/gauss/2864/ld13517-lampa-mr16-7w-2700k/;;249;;5.9;58;473;3041;74.3;-18;;;;3;;;3;106;3;160;3;;18.08.2015;1111100000;;1;;;;50;3.3;00107-gauss-ld13517;Spot 530Lm 7W 2700K M GU5.3
108;108;Оптолюкс;E27-3006 220323006;6;1;0;3000;400;40;;100-240;;;50000;;;;60;108;;4620010560088;;;E27;Bulb;LED;;http://e27.optogan.ru/;;330;;5.9;85;428;3100;84.7;23;;;;5;;;5;124;2;;;;18.08.2015;1111100000;;;;;;50;4.5;00108-optoliuks-e27-3006-220323006;Bulb 400Lm 6W 3000K M E27
109;109;Оптолюкс;E27-3007 220323007;6;1;0;2700;400;40;;100-240;;;50000;;;;60;108;;4620765000556;;;E27;Bulb;LED;;http://e27.optogan.ru/;;330;;7.2;88;406;2895;84.6;25;;;;5;;;5;122;2;;;;18.08.2015;1111100000;;;;;;45;4.5;00109-optoliuks-e27-3007-220323007;Bulb 400Lm 6W 2700K M E27
110;110;Оптолюкс;E27-3005 220323005;8;1;0;2700;600;60;;100-240;;;50000;;;;60;108;;4620765000532;;;E27;Bulb;LED;;http://e27.optogan.ru/;;300;;8.3;91;526;2869;84.6;26;;;;5;;;5;129;2;;;;18.08.2015;1111100000;;;;;;55;4.3;00110-optoliuks-e27-3005-220323005;Bulb 600Lm 8W 2700K M E27
111;111;Планта;28 WW-220/DIM;6;0;1;3000;600;60;;185-245;;;50000;;;;52;130;;;;;E27;Candle;LED;;http://www.leds.ru/collection/svetodiodnye-lampy-osv/product/planta-28-220dim-dimmiruemaya;;700;;6.1;94;532;3166;85.9;23;;;;15;;;15;254;2;;;;18.08.2015;1111100000;;;;;;55;4.3;00111-planta-28-ww-220-dim;Candle 600Lm 6W 3000K D E27
112;112;Экотон;ЛСЦ 220 АС;10;1;0;4000;600;60;;220;;;40000;;;;70;122;;;;;E27;Bulb;LED;;http://ecoton.ru/lampy/34-lampa-ecoton-ls-10wt.html;;649;;10.4;92;635;3944;85.8;29;;;;122;;;122;141;2;;;;18.08.2015;1111100000;;;;;;65;1.0;00112-ekoton-lstc-220-as;Bulb 600Lm 10W 4000K M E27
113;113;Vito;1020010;30;1;1;2800;160;30;;220-240;;;1000;;;;39;66;;8697451401702;;;E14;R39;STD;;http://www.vitolighting.com/catalog/Product.aspx?catId=62&pId=1017;;30;;29.4;100;190;2606;98.9;99;;;;19;;;19;160;1;;;;24.01.2016;1111100000;;;;;;;4.6;00113-vito-1020010;R39 160Lm 30W 2800K M D E14
114;114;Vito;1020031;40;1;1;2800;260;40;;220-240;;;1000;;;;50;85;;8697451401719;;;E14;R50;STD;;http://www.vitolighting.com/catalog/Product.aspx?catId=62&pId=1019;;40;;38.6;100;248;2665;98.9;98;;;;24;;;24;114;1;;;;24.01.2016;1111100000;;;;;;;3.5;00114-vito-1020031;R50 260Lm 40W 2800K M D E14
115;115;Комтех;CH911001 T26 CL 25 E14;25;0;1;2700;120;25;;220;;;1000;;;;26;58;;5055118226526;;;E14;Bulb;STD;;http://www.komtex.ru/index.php?id=723;;30;;25;100;201;2460;98.7;100;;;;21;;;21;272;1;;;;18.08.2015;1111100000;;;;;;;3.3;00115-komtekh-ch911001-t26-cl-25-e14;Bulb 120Lm 25W 2700K D E14
116;116;Цена & качество;LED;5;1;0;3000;;60;;220;;;25000;;;;;;;;;;E27;Bulb;LED;;;;;;3.1;20;256;3174;61.2;-66;;;;20;;;20;144;2;;;;18.08.2015;1111100000;;;;;;30;1.3;00116-tcena---kachestvo-led;Bulb 5W 3000K M E27
117;117;artpole;004299;10;1;0;3300;950;120;80;220;;;30000;36;1408;;60;118;;4660010001259;;;E27;Bulb;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;171;;9;52;732;3018;83.1;9;;;;0.5;;;0.5;141;3;;;;07.11.2015;1111100000;;;;;;70;3.8;00117-artpole-004299;Bulb 950Lm 10W 3300K M E27
118;118;artpole;004296;8;1;0;3300;850;100;80;220;;;30000;36;1408;;60;110;;4660010009989;;;E27;Bulb;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;163;;7.8;56;649;3011;82.5;6;;;;0.1;;;0.1;168;3;131;3;;07.11.2015;1111100000;;1;;;;65;3.8;00118-artpole-004296;Bulb 850Lm 8W 3300K M E27
119;119;artpole;004684;7;1;0;3300;600;85;80;220;;;30000;36;1408;;55;105;;4680015622648;;;E27;Bulb;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;127;;6.3;54;525;3034;84;12;;;;0.1;;;0.1;207;3;128;3;;07.11.2015;1111100000;;1;;;;55;4.1;00119-artpole-004684;Bulb 600Lm 7W 3300K M E27
120;120;artpole;004427;6;1;0;3300;520;75;80;220;;;30000;36;1402;;45;88;;4610014291682;;;E27;G45;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;132;;5.9;55;420;3025;74.6;-14;;;;72.5;;;72.5;167;1;217;4;;07.11.2015;1111100000;;1;;;;50;0.5;00120-artpole-004427;G45 520Lm 6W 3300K M E27
121;121;artpole;004687;6;1;0;2700;470;75;80;220;;;30000;36;1406;;45;92;;4680015622679;;;E27;G45;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;132;;5.4;51;429;2697;81.4;-2;;;;0;;;0;227;3;96;1;;07.11.2015;1111100000;;1;;;;50;4.4;00121-artpole-004687;G45 470Lm 6W 2700K M E27
122;122;artpole;004424;6;1;0;3300;580;75;80;220;;;30000;36;1408;;45;91;;4610014291651;;;E14;G45;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;132;;5.5;59;479;3027;83.1;5;;;;0;;;0;227;3;123;1;;07.11.2015;1111100000;;1;;;;55;4.0;00122-artpole-004424;G45 580Lm 6W 3300K M E14
123;123;artpole;004686;6;1;0;2700;470;75;80;220;;;30000;36;1406;;45;91;;4680015622662;;;E14;G45;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;132;;5.4;58;410;2709;82.2;2;;;;0.1;;;0.1;195;3;111;1;;07.11.2015;1111100000;;1;;;;45;4.3;00123-artpole-004686;G45 470Lm 6W 2700K M E14
124;124;artpole;004685;6;1;0;2700;470;75;80;220;;;30000;36;1406;;37;106;;4680015622655;;;E14;Candle;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;132;;5.5;59;430;2708;82.2;2;;;;0.1;;;0.1;207;3;120;1;;07.11.2015;1111100000;;1;;;;50;4.4;00124-artpole-004685;Candle 470Lm 6W 2700K M E14
125;125;artpole;004433;6;1;0;3300;590;60;80;220;;;30000;36;1403;;50;81;;4610014291743;;;E14;R50;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;132;;5.6;52;448;3070;83.9;14;;;;0.1;;;0.1;106;3;98;1;;07.11.2015;1111100000;;1;;;;70;3.8;00125-artpole-004433;R50 590Lm 6W 3300K M E14
126;126;artpole;004430;6;1;0;3300;580;60;80;220;;;30000;36;1408;;50;61;;4610014291712;;;GU10;Spot;LED;;http://www.artpole.ru/catalog/svetodiodnye_lampy.html;;132;;5.6;51;413;2980;83.4;9;;;;0.2;;;0.2;104;3;98;1;;07.11.2015;1111100000;;1;;;;45;3.7;00126-artpole-004430;Spot 580Lm 6W 3300K M GU10
127;127;X-Flash;46706 2-color 3000 mode;8;1;0;3000;510;60;;60-265;;;50000;60;1014;100;60;110;;4607044246706;;;E27;Bulb;LED;MOD;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e27-tcl-a60-p-8w-3000-4000k-220v/;;399;;7.8;52;465;3107;87.2;34;;;;1;;;1;203;1;65;1;;07.11.2015;1111100000;;1;;;;50;4.4;00127-x-flash-46706-2-color-3000-mode;Bulb 510Lm 8W 3000K M E27
128;128;X-Flash;46706 2-color 4000 mode;8;1;0;4000;530;60;;60-265;;;50000;60;1014;100;60;110;;4607044246706;;;E27;Bulb;LED;MOD;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e27-tcl-a60-p-8w-3000-4000k-220v/;;399;;7.7;52;524;4124;87.4;35;;;;1;;;1;190;1;65;1;;07.11.2015;1111100000;;;;;;55;4.5;00128-x-flash-46706-2-color-4000-mode;Bulb 530Lm 8W 4000K M E27
129;129;X-Flash;46645 AutoON;12;1;0;3000;960;100;;50-265;;;50000;60;1014;105;65;124;;4607044246645;;;E27;Bulb;LED;MOD;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e27-ocl-a65-p-12w-3000k-220v/;;399;;11.2;57;884;3262;83.1;9;;;;0.7;;;0.7;196;1;91;3;;07.11.2015;1111100000;;1;;;;80;4.4;00129-x-flash-46645-autoon;Bulb 960Lm 12W 3000K M E27
130;130;X-Flash;46683 Gradual Dimming;10;1;0;3000;800;75;;80-265;;;50000;60;1014;99;60;110;;4607044246683;;;E27;Bulb;LED;MOD;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e27-gcl-a60-p-10w-3000k-220v/;;399;;9.8;59;866;3036;82.4;5;;;;6.5;;;6.5;192;1;131;1;;07.11.2015;1111100000;;1;;;;80;4.5;00130-x-flash-46683-gradual-dimming;Bulb 800Lm 10W 3000K M E27
131;131;X-Flash;46669 3-step Dimming;10;1;0;3000;800;75;;70-265;;;50000;60;1014;94;60;110;;4607044246669;;;E27;Bulb;LED;MOD;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e27-tll-a60-p-10w-3000-220v/;;399;;9.9;59;909;3013;82.5;5;;;;8.6;;;8.6;196;1;137;1;;07.11.2015;1111100000;;1;;;;85;4.5;00131-x-flash-46669-3-step-dimming;Bulb 800Lm 10W 3000K M E27
132;132;X-Flash;42975;12;1;0;3000;1000;100;;220;;;50000;60;;;65;123;;4607044242975;;;E27;Bulb;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/globe-e27-12w-3k/;;349;;10.8;61;739;3125;85;22;;;;19;;;19;212;3;;;;07.11.2015;1111100000;;;;;;70;3.9;00132-x-flash-42975;Bulb 1000Lm 12W 3000K M E27
133;133;X-Flash;44825;11;1;0;3000;910;100;;96-265;;;50000;60;;;65;125;;4607044244825;;;E27;Bulb;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/globe-a65-e27-11w-3k-220v/;;199;;9.5;58;849;3026;82.9;9;;;;1;;;1;194;1;;;;07.11.2015;1111100000;;;;;;80;4.4;00133-x-flash-44825;Bulb 910Lm 11W 3000K M E27
134;134;X-Flash;44788 XF-E27-A60-P-8W-3000K-220V;8;1;0;3000;650;75;;150-265;;;50000;60;;;60;110;;4607044244788;;;E27;Bulb;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/globe-a60-e27-8w-3k-220v/;;299;;7.5;56;681;3045;83;9;;;;1;;;1;195;1;;;;07.11.2015;1111100000;;;;;;70;4.5;00134-x-flash-44788-xf-e27-a60-p-8w-3000k-220v;Bulb 650Lm 8W 3000K M E27
135;135;X-Flash;42968;8;1;0;3000;700;75;;220;;;50000;60;;;55;111;;4607044242968;;;E27;Bulb;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/globe-e27-8w-3k/;;366;;8.2;57;607;3079;85;22;;;;9;;;9;228;3;;;;07.11.2015;1111100000;;;;;;65;4.3;00135-x-flash-42968;Bulb 700Lm 8W 3000K M E27
136;136;X-Flash;46751;8;1;0;3000;600;60;;125-265;;;50000;60;;;60;101;;4607044246751;;;E27;Bulb;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e27-flt-a60-p-8w-3000k-220v/;;366;;7;58;590;2986;84.9;23;;;;1;;;1;299;1;;;;07.11.2015;1111100000;;;;;;60;4.5;00136-x-flash-46751;Bulb 600Lm 8W 3000K M E27
137;137;X-Flash;44887;5;1;0;3000;380;40;;120-265;;;50000;60;;;45;73;;4607044244887;;;E27;G45;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/globe-5w-e27-3k-220v/;;199;;4.9;54;441;3051;82.8;8;;;;1;;;1;151;1;;;;07.11.2015;1111100000;;;;;;50;4.5;00137-x-flash-44887;G45 380Lm 5W 3000K M E27
138;138;X-Flash;45952;6.5;0;0;3000;500;60;;160-265;;;50000;60;;;38;100;;4607044245952;;;E14;Candle;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/candle-e14-cf-6-5w-3000k-220v/;;299;;4.8;53;432;2957;82;5;;;;1;;;1;118;1;;;;07.11.2015;1111100000;;;;;;50;4.3;00138-x-flash-45952;Candle 500Lm 6.5W 3000K E14
139;139;X-Flash;45211;4.5;1;0;3000;355;40;;220;;;50000;60;;;35;133;;4607044245211;;;E14;Candle;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/candle-e14-4-5w-3000k/;;99;;3.8;56;267;3011;82.5;7;;;;1;;;1;277;3;;;;07.11.2015;1111100000;;;;;;30;4.0;00139-x-flash-45211;Candle 355Lm 4.5W 3000K M E14
140;140;X-Flash;43453;6;1;0;3000;350;50;;220;;;50000;60;;;50;53;;4607044243453;;;GU10;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/spotlight-mr16-gu10-6w-3k/;;199;;5.2;58;333;3045;83.3;7;;;;1;;;1;107;3;;;;07.11.2015;1111100000;;;;;;40;4.5;00140-x-flash-43453;Spot 350Lm 6W 3000K M GU10
141;141;X-Flash;43460;6;1;0;3000;350;60;;220;;;50000;60;;;50;46;;4607044243460;;;GU5.3;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/spotlight-mr16-gu53-6w-3k-220v/;;199;;4.8;57;300;3064;82.6;8;;;;1;;;1;108;3;;;;07.11.2015;1111100000;;;;;;35;4.3;00141-x-flash-43460;Spot 350Lm 6W 3000K M GU5.3
142;142;Наносвет;L197 LC-GLS-15/E27/840;15;1;0;4000;1350;130;;170-250;;;40000;24;0715;126;60;110;;4620004421975;;;E27;Bulb;LED;;http://nanosvet.ru/index/prod/catalog/?st=full&id=92;;446;;14.1;60;1410;4204;83.9;11;;;;0.1;;;0.1;134;1;145;1;;07.11.2015;1111100000;;1;;;;120;4.5;00142-nanosvet-l197-lc-gls-15-e27-840;Bulb 1350Lm 15W 4000K M E27
143;143;Наносвет;L196 LC-GLS-15/E27/827;15;1;0;2700;1275;130;;170-250;;;40000;24;0715;121;60;110;;4620004421968;;;E27;Bulb;LED;;http://nanosvet.ru/index/prod/catalog/?st=full&id=91;;446;;13.9;60;1304;2769;81.3;2;;;;0.1;;;0.1;130;1;145;1;;07.11.2015;1111100000;;4;;;;110;4.5;00143-nanosvet-l196-lc-gls-15-e27-827;Bulb 1275Lm 15W 2700K M E27
144;144;Наносвет;L160 LE-GLS-8/E27/827;8;1;0;2700;640;65;;170-250;;;25000;12;0811;52;55;108;;4620004421609;;;E27;Bulb;LED;;http://nanosvet.ru;;164;;7.6;57;644;2791;82.3;7;;;;0.2;;;0.2;191;1;153;3;;07.11.2015;1111100000;;4;;;;65;4.5;00144-nanosvet-l160-le-gls-8-e27-827;Bulb 640Lm 8W 2700K M E27
